title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,new_location,new_continent
"M 6.9 - 81 km NW of Coquimbo, Chile",6.9,11-11-2015 01:54,6,6,green,1,761,us,0,0.784,32.0,mww,12.0,-29.5067,-72.0068,Chile,South America
"M 6.6 - Nicobar Islands, India region",6.6,08-11-2015 16:47,7,4,green,0,675,us,0,2.792,31.0,mww,10.0,6.8431,94.648,India,Asia
"M 6.8 - 39 km SW of Ovalle, Chile",6.8,07-11-2015 07:31,7,7,green,1,841,us,0,0.258,41.0,mww,46.0,-30.8796,-71.4519,Chile,South America
"M 6.5 - 47 km NW of Maubara, Timor Leste",6.5,04-11-2015 03:44,5,7,green,0,657,us,0,1.53,21.0,mww,20.0,-8.3381,124.875,Indonesia,Asia
"M 7.5 - Hindu Kush region, Afghanistan",7.5,26-10-2015 09:09,8,7,orange,0,1448,us,0,0.622,18.0,mww,231.0,36.5244,70.3676,Afghanistan,Asia
"M 7.1 - 31 km NE of Port-Olry, Vanuatu",7.1,20-10-2015 21:52,6,6,green,1,780,us,0,0.592,11.0,mww,135.0,-14.8595,167.303,Vanuatu,Oceania
"M 6.6 - 28 km N of Sorong, Indonesia",6.6,24-09-2015 15:53,7,7,green,0,671,us,0,2.486,13.0,mww,18.0,-0.6212,131.262,Indonesia,Asia
"M 6.6 - 22 km WSW of Illapel, Chile",6.6,21-09-2015 17:40,5,7,green,1,820,us,0,1.064,14.0,mww,35.0,-31.7275,-71.3792,Chile,South America
"M 6.7 - 61 km WNW of Illapel, Chile",6.7,17-09-2015 04:10,5,7,green,0,718,us,0,0.853,35.0,mww,23.0,-31.5173,-71.804,Chile,South America
"M 6.5 - 54 km WNW of Illapel, Chile",6.5,17-09-2015 03:55,6,7,green,0,657,us,0,0.749,62.0,mww,27.0,-31.4244,-71.6876,Chile,South America
"M 7.0 - 25 km WNW of Illapel, Chile",7.0,16-09-2015 23:18,8,7,green,0,799,us,0,0.903,13.0,mww,28.41,-31.5622,-71.4262,Chile,South America
"M 8.3 - 48 km W of Illapel, Chile",8.3,16-09-2015 22:54,9,8,orange,1,1960,us,0,0.684,19.0,mww,22.44,-31.5729,-71.6744,Chile,South America
"M 6.7 - 95 km SW of Topolobampo, Mexico",6.7,13-09-2015 08:14,5,5,green,1,708,us,0,1.256,123.0,mww,10.0,24.913,-109.623,Mexico,North America
"M 6.5 - 177 km SE of Gizo, Solomon Islands",6.5,12-08-2015 18:49,0,5,green,1,650,us,0,2.045,16.0,mww,6.43,-9.3293,157.877,Solomon Islands,Oceania
"M 6.6 - 186 km WNW of Malango, Solomon Islands",6.6,10-08-2015 04:12,3,5,green,1,671,us,0,1.872,20.0,mww,22.0,-9.3438,158.053,Solomon Islands,Oceania
"M 7.0 - 234 km W of Abepura, Indonesia",7.0,27-07-2015 21:41,9,7,green,1,762,us,0,6.278,12.0,mww,48.0,-2.6286,138.528,Indonesia,Asia
"M 6.9 - Fox Islands, Aleutian Islands, Alaska",6.9,27-07-2015 04:49,4,7,green,1,734,us,0,0.444,39.0,mww,29.0,52.376,-169.446,United States,North America
"M 7.0 - 80 km WNW of Lata, Solomon Islands",7.0,18-07-2015 02:27,8,6,green,1,759,us,0,5.205,22.0,mww,11.0,-10.4012,165.141,Solomon Islands,Oceania
"M 6.5 - 128 km NE of Bathsheba, Barbados",6.5,16-07-2015 15:16,4,4,green,1,686,us,0,1.218,20.0,mww,20.0,13.8672,-58.5479,Barbados,North America
"M 6.7 - 150 km WNW of Malango, Solomon Islands",6.7,10-07-2015 04:12,4,5,green,1,691,us,0,1.529,11.0,mww,12.0,-9.307,158.403,Solomon Islands,Oceania
"M 6.5 - Bonin Islands, Japan region",6.5,23-06-2015 12:18,3,4,green,0,652,us,0,2.277,11.0,mww,460.0,27.7375,139.725,Japan,Asia
"M 7.8 - Bonin Islands, Japan region",7.8,30-05-2015 11:23,6,3,green,1,1151,us,0,1.675,12.0,mww,664.0,27.8386,140.493,Japan,Asia
"M 6.8 - 117 km SSE of Ugashik, Alaska",6.8,29-05-2015 07:00,5,6,green,1,762,ak,0,0.0,0.0,mw,72.6,56.594,-156.43,United States,North America
"M 6.8 - 159 km ESE of Kirakira, Solomon Islands",6.8,22-05-2015 23:59,1,5,green,1,711,us,0,3.619,18.0,mww,10.0,-11.1093,163.215,Solomon Islands,Oceania
"M 6.9 - 205 km ESE of Kirakira, Solomon Islands",6.9,22-05-2015 21:45,1,4,green,1,732,us,0,4.024,22.0,mww,11.19,-11.0559,163.696,Solomon Islands,Oceania
"M 6.8 - 178 km W of Lata, Solomon Islands",6.8,20-05-2015 22:48,1,4,green,1,711,us,0,4.395,15.0,mww,11.0,-10.8759,164.169,Solomon Islands,Oceania
"M 6.8 - 32 km SE of ?funato, Japan",6.8,12-05-2015 21:12,8,6,green,1,831,us,0,1.422,8.0,mww,35.0,38.9056,142.032,Japan,Asia
M 7.3 - Nepal,7.3,12-05-2015 07:05,8,7,orange,0,1563,us,0,0.677,11.0,mww,15.0,27.8087,86.0655,Nepal,Asia
"M 7.1 - 143 km SW of Panguna, Papua New Guinea",7.1,07-05-2015 07:10,1,6,green,1,776,us,0,3.835,11.0,mww,10.0,-7.2175,154.557,Papua New Guinea,Oceania
"M 7.5 - 131 km SSW of Kokopo, Papua New Guinea",7.5,05-05-2015 01:44,7,8,green,1,869,us,0,1.295,22.0,mww,55.0,-5.4624,151.875,Papua New Guinea,Oceania
"M 6.8 - 109 km SSW of Kokopo, Papua New Guinea",6.8,01-05-2015 08:06,5,6,green,1,714,us,0,1.074,23.0,mww,44.0,-5.2005,151.777,Papua New Guinea,Oceania
"M 6.7 - 126 km SSW of Kokopo, Papua New Guinea",6.7,30-04-2015 10:45,5,6,green,1,692,us,0,1.239,12.0,mww,31.0,-5.375,151.771,Papua New Guinea,Oceania
"M 6.7 - 21 km SSE of Kod?ri??, Nepal",6.7,26-04-2015 07:09,7,7,yellow,0,1016,us,0,0.727,13.0,mww,22.91,27.7711,86.0173,Nepal,Asia
"M 6.6 - 71 km NNE of Bharatpur, Nepal",6.6,25-04-2015 06:45,8,7,yellow,0,733,us,0,1.778,16.0,mww,10.0,28.2244,84.8216,Nepal,Asia
"M 7.8 - 67 km NNE of Bharatpur, Nepal",7.8,25-04-2015 06:11,8,9,red,0,2820,us,0,1.857,12.0,mww,8.22,28.2305,84.7314,Nepal,Asia
"M 6.5 - 181 km SSW of Alo, Wallis and Futuna",6.5,17-04-2015 15:52,0,5,green,1,650,us,0,3.702,42.0,mww,10.0,-15.8815,-178.6,Wallis and Futuna,Oceania
"M 6.5 - 96 km ENE of Hihifo, Tonga",6.5,30-03-2015 08:48,2,5,green,1,650,us,0,4.629,36.0,mww,11.0,-15.4994,-173.029,Tonga,Oceania
"M 7.5 - 53 km SE of Kokopo, Papua New Guinea",7.5,29-03-2015 23:48,6,7,green,1,872,us,0,0.666,19.0,mww,41.0,-4.7294,152.562,Papua New Guinea,Oceania
"M 7.0 - 150 km NNE of Maumere, Indonesia",7.0,27-02-2015 13:45,4,6,green,0,760,us,0,1.362,12.0,mww,552.06,-7.2968,122.535,Indonesia,Asia
"M 6.7 - 83 km ENE of Miyako, Japan",6.7,16-02-2015 23:06,5,5,green,1,714,us,0,1.925,20.0,mww,23.0,39.8558,142.881,Japan,Asia
"M 6.7 - 103 km W of El Aguilar, Argentina",6.7,11-02-2015 18:57,4,6,green,1,700,us,0,2.11,16.0,mww,223.0,-23.1125,-66.688,Argentina,South America
"M 6.8 - 81 km NNE of Port-Vila, Vanuatu",6.8,23-01-2015 03:47,1,4,green,1,711,us,0,2.019,13.0,mww,219.96,-17.0309,168.52,Vanuatu,Oceania
"M 6.5 - 236 km S of Punta de Burica, Panama",6.5,07-01-2015 05:07,1,4,green,1,650,us,0,4.318,61.0,mww,8.0,5.9045,-82.6576,Panama,North America
"M 6.6 - 22 km ESE of Punta de Burica, Panama",6.6,08-12-2014 08:54,7,6,green,1,709,us,0,2.485,43.0,mww,20.0,7.9401,-82.6865,Panama,North America
"M 6.6 - 115 km W of Panguna, Papua New Guinea",6.6,07-12-2014 01:22,1,5,green,1,670,us,0,3.246,12.0,mww,23.0,-6.5108,154.46,Papua New Guinea,Oceania
"M 6.6 - 106 km WSW of Sangay, Philippines",6.6,02-12-2014 05:11,1,3,green,0,670,us,0,2.6,9.0,mww,614.0,6.1572,123.126,Philippines,Asia
"M 6.8 - 157 km NW of Ternate, Indonesia",6.8,26-11-2014 14:33,6,5,green,1,713,us,0,1.421,19.0,mww,39.0,1.9604,126.575,Indonesia,Asia
"M 6.5 - 123 km WNW of Tobelo, Indonesia",6.5,21-11-2014 10:10,5,5,green,1,652,us,0,1.549,9.0,mww,35.0,2.2999,127.056,Indonesia,Asia
"M 6.7 - 183 km NE of Gisborne, New Zealand",6.7,16-11-2014 22:33,7,4,green,1,698,us,0,1.079,25.0,mww,22.0,-37.6478,179.662,New Zealand,Oceania
"M 7.1 - 155 km NW of Ternate, Indonesia",7.1,15-11-2014 02:31,4,6,green,1,779,us,0,1.397,18.0,mww,45.0,1.8929,126.522,Indonesia,Asia
"M 6.6 - 76 km NE of Finschhafen, Papua New Guinea",6.6,07-11-2014 03:33,2,6,green,1,671,us,0,3.557,13.0,mww,53.19,-5.9873,148.232,Papua New Guinea,Oceania
M 7.1 - Fiji region,7.1,01-11-2014 18:57,3,6,green,1,776,us,0,4.415,13.0,mww,434.0,-19.6903,-177.759,Fiji,Oceania
"M 7.3 - 74 km S of Intipucá, El Salvador",7.3,14-10-2014 03:51,8,6,yellow,1,982,us,0,1.078,18.0,mww,40.0,12.5262,-88.1225,El Salvador,North America
"M 6.7 - 43 km NW of Piti Village, Guam",6.7,17-09-2014 06:14,5,5,green,1,724,us,0,0.46,11.0,mww,130.0,13.7641,144.429,Guam,Oceania
"M 6.8 - 38 km NW of Aniso, Peru",6.8,24-08-2014 23:21,6,6,green,1,741,us,0,4.107,18.0,mww,101.0,-14.598,-73.5714,Peru,South America
M 6.9 - Federated States of Micronesia region,6.9,03-08-2014 00:22,0,4,green,1,732,us,0,6.393,12.0,mww,13.0,0.8295,146.169,Micronesia,Oceania
M 6.9 - Fiji region,6.9,21-07-2014 14:54,0,6,green,1,732,us,0,3.934,15.0,mww,615.42,-19.8015,-178.4,Fiji,Oceania
"M 6.5 - 139 km ESE of Namie, Japan",6.5,11-07-2014 19:22,5,4,green,1,706,us,0,2.421,9.0,mww,20.0,37.0052,142.452,Japan,Asia
"M 6.9 - 4 km W of Puerto Madero, Mexico",6.9,07-07-2014 11:23,8,7,orange,1,1079,us,0,0.263,51.0,mww,53.0,14.724,-92.4614,Mexico,North America
"M 6.5 - 217 km SSE of Kokopo, Papua New Guinea",6.5,04-07-2014 15:00,0,4,green,1,650,us,0,2.124,15.0,mww,20.0,-6.2304,152.807,Papua New Guinea,Oceania
"M 6.7 - 201 km SSE of Mata-Utu, Wallis and Futuna",6.7,29-06-2014 17:15,0,5,green,1,691,us,0,6.713,45.0,mww,18.0,-14.9831,-175.51,Wallis and Futuna,Oceania
M 6.9 - South Sandwich Islands region,6.9,29-06-2014 07:52,0,5,green,1,732,us,0,4.838,25.0,mww,8.0,-55.4703,-28.3669,South Georgia,Antarctica
"M 7.9 - Rat Islands, Aleutian Islands, Alaska",7.9,23-06-2014 20:53,6,8,green,1,963,us,0,0.133,22.0,mww,109.0,51.8486,178.735,United States,North America
"M 6.7 - Kermadec Islands, New Zealand",6.7,23-06-2014 20:06,0,5,green,0,691,us,0,0.748,43.0,mwc,26.59,-29.9414,-177.607,New Zealand,Oceania
"M 6.5 - Kermadec Islands, New Zealand",6.5,23-06-2014 19:21,0,5,green,0,650,us,0,0.778,30.0,mwc,10.0,-29.9379,-177.516,New Zealand,Oceania
"M 6.9 - Kermadec Islands, New Zealand",6.9,23-06-2014 19:19,0,5,green,1,732,us,0,0.751,35.0,mww,20.0,-29.9772,-177.725,New Zealand,Oceania
"M 6.9 - 21 km SSW of Kamariótissa, Greece",6.9,24-05-2014 09:25,9,7,green,0,951,us,0,0.402,25.0,mww,6.43,40.2893,25.3889,Greece,Europe
"M 6.5 - 110 km SE of Punta de Burica, Panama",6.5,13-05-2014 06:35,7,5,green,1,694,us,0,3.121,33.0,mww,10.0,7.2096,-82.3045,Panama,North America
"M 6.6 - 239 km SSE of Isangel, Vanuatu",6.6,01-05-2014 06:36,0,5,green,1,670,us,0,3.34,10.0,mww,106.0,-21.4542,170.355,Vanuatu,Oceania
"M 6.5 - 107 km WSW of Vernon, Canada",6.5,24-04-2014 03:10,4,6,green,1,838,us,0,0.0,0.0,mww,10.0,49.6388,-127.732,Canada,North America
"M 7.5 - 70 km SW of Panguna, Papua New Guinea",7.5,19-04-2014 13:28,0,6,green,1,865,us,0,3.82,16.0,mww,43.37,-6.7547,155.024,Papua New Guinea,Oceania
"M 6.6 - 57 km SW of Panguna, Papua New Guinea",6.6,19-04-2014 01:04,0,6,green,1,670,us,0,3.803,11.0,mww,29.0,-6.6558,155.087,Papua New Guinea,Oceania
"M 7.2 - 9 km ENE of Coyuquilla Norte, Mexico",7.2,18-04-2014 14:27,8,7,yellow,1,1017,us,0,2.25,46.0,mww,24.0,17.397,-100.972,Mexico,North America
"M 6.6 - 75 km S of Kirakira, Solomon Islands",6.6,13-04-2014 13:24,0,6,green,0,670,us,0,2.666,22.0,mww,10.0,-11.1284,162.052,Solomon Islands,Oceania
"M 7.4 - 112 km S of Kirakira, Solomon Islands",7.4,13-04-2014 12:36,0,6,green,1,842,us,0,2.885,17.0,mww,39.0,-11.4633,162.051,Solomon Islands,Oceania
"M 7.6 - 93 km SSE of Kirakira, Solomon Islands",7.6,12-04-2014 20:14,0,7,green,1,889,us,0,2.828,13.0,mww,22.56,-11.2701,162.148,Solomon Islands,Oceania
"M 6.6 - 15 km N of Belén, Nicaragua",6.6,11-04-2014 20:29,6,5,green,1,677,us,0,0.761,20.0,mww,135.0,11.642,-85.8779,Nicaragua,North America
"M 6.5 - 78 km SW of Panguna, Papua New Guinea",6.5,11-04-2014 08:16,0,6,green,1,650,us,0,3.787,16.0,mww,20.0,-6.7878,154.95,Papua New Guinea,Oceania
"M 7.1 - 56 km WSW of Panguna, Papua New Guinea",7.1,11-04-2014 07:07,0,7,green,1,776,us,0,3.729,21.0,mww,60.53,-6.5858,155.048,Papua New Guinea,Oceania
"M 7.7 - 53 km SW of Iquique, Chile",7.7,03-04-2014 02:43,8,9,yellow,1,1057,us,0,1.029,44.0,mww,22.4,-20.5709,-70.4931,Chile,South America
"M 6.5 - 45 km WSW of Iquique, Chile",6.5,03-04-2014 01:58,7,7,green,0,670,us,0,0.828,82.0,mww,24.07,-20.3113,-70.5756,Chile,South America
"M 6.9 - 90 km WNW of Iquique, Chile",6.9,01-04-2014 23:57,0,5,green,0,732,us,0,0.828,119.0,mww,28.42,-19.8927,-70.9455,Chile,South America
"M 8.2 - 93 km NW of Iquique, Chile",8.2,01-04-2014 23:46,9,8,yellow,1,1332,us,0,0.609,23.0,mww,25.0,-19.6097,-70.7691,Chile,South America
"M 6.7 - 63 km WNW of Iquique, Chile",6.7,16-03-2014 21:16,7,7,green,1,718,us,0,1.008,44.0,mww,20.0,-19.9807,-70.7022,Chile,South America
"M 6.8 - 77 km WNW of Indianola, California",6.8,10-03-2014 05:18,5,5,green,1,1211,nc,112,0.6568,229.0,mw,16.441,40.8287,-125.134,United States,North America
"M 6.5 - 109 km NW of Nago, Japan",6.5,02-03-2014 20:11,4,5,green,1,668,us,0,1.001,17.0,mww,119.0,27.4312,127.367,Japan,Asia
"M 6.5 - 171 km NNE of Greenland, Barbados",6.5,18-02-2014 09:27,5,4,green,1,681,us,0,1.635,30.0,mww,14.83,14.6682,-58.9272,Barbados,North America
"M 6.9 - 272 km ESE of Hotan, China",6.9,12-02-2014 09:19,3,8,yellow,0,733,us,0,7.496,18.0,mww,10.0,35.9053,82.5864,China,Asia
"M 6.5 - 32 km E of Port-Olry, Vanuatu",6.5,07-02-2014 08:40,0,5,green,1,650,us,0,0.409,20.0,mww,122.0,-15.0691,167.372,Vanuatu,Oceania
M 6.5 - south of the Kermadec Islands,6.5,02-02-2014 09:26,0,3,green,1,650,us,0,3.651,22.0,mww,44.26,-32.9076,-177.881,Unknown,Unknown
"M 6.5 - 32 km W of Sola, Vanuatu",6.5,01-01-2014 16:03,0,4,green,1,650,us,0,3.997,14.0,mww,187.0,-13.8633,167.249,Vanuatu,Oceania
M 6.5 - Fiji region,6.5,23-11-2013 07:48,3,4,green,0,651,us,0,5.194,22.0,mww,371.0,-17.1171,-176.545,Fiji,Oceania
M 7.7 - Scotia Sea,7.7,17-11-2013 09:04,1,8,green,1,912,us,0,8.05,23.0,mww,10.0,-60.2738,-46.4011,Unknown,Unknown
M 6.9 - Scotia Sea,6.9,16-11-2013 03:34,0,5,green,1,732,us,0,8.284,17.0,mww,9.97,-60.2627,-47.0621,Unknown,Unknown
"M 6.6 - 41 km SSW of Coquimbo, Chile",6.6,31-10-2013 23:03,6,7,green,1,723,us,0,0.636,31.0,mww,27.0,-30.2921,-71.5215,Chile,South America
"M 7.1 - off the east coast of Honshu, Japan",7.1,25-10-2013 17:10,6,4,green,1,872,us,0,3.968,10.0,mww,35.0,37.1557,144.661,Japan,Asia
"M 6.6 - 98 km SW of Etchoropo, Mexico",6.6,19-10-2013 17:54,8,5,green,1,692,us,0,1.98,44.0,mww,9.45,26.0913,-110.321,Mexico,North America
"M 6.8 - 62 km WSW of Panguna, Papua New Guinea",6.8,16-10-2013 10:30,0,6,green,1,711,us,0,5.79,9.0,mww,35.0,-6.4456,154.931,Papua New Guinea,Oceania
"M 7.1 - 4 km SE of Sagbayan, Philippines",7.1,15-10-2013 00:12,9,8,orange,1,1092,us,0,3.144,12.0,mww,19.04,9.8796,124.117,Philippines,Asia
"M 6.6 - 36 km W of Kíssamos, Greece",6.6,12-10-2013 13:11,5,6,yellow,0,691,us,0,1.984,40.0,mww,40.0,35.5142,23.2523,Greece,Europe
M 6.7 - Sea of Okhotsk,6.7,01-10-2013 03:38,0,3,green,0,691,us,0,2.958,11.0,mww,573.0,53.1995,152.786,Russia,Europe
"M 6.5 - Kermadec Islands, New Zealand",6.5,30-09-2013 05:55,0,4,green,1,650,us,0,1.709,21.0,mww,41.54,-30.9255,-178.323,New Zealand,Oceania
"M 6.8 - 129 km WSW of Khuzdar, Pakistan",6.8,28-09-2013 07:34,7,7,orange,0,1005,us,0,7.359,17.0,mww,12.0,27.1825,65.5052,Pakistan,Asia
"M 7.1 - 16 km WSW of Atiquipa, Peru",7.1,25-09-2013 16:42,8,7,green,1,843,us,0,4.446,17.0,mww,40.0,-15.8385,-74.5112,Peru,South America
"M 7.7 - 113 km NW of Bela, Pakistan",7.7,24-09-2013 11:29,5,8,red,0,2015,us,0,7.241,17.0,mww,15.0,26.951,65.5009,Pakistan,Asia
"M 6.5 - 81 km SSW of Atka, Alaska",6.5,04-09-2013 02:32,0,6,green,1,650,us,0,0.735,24.0,mww,20.0,51.5573,-174.767,United States,North America
"M 6.5 - Izu Islands, Japan region",6.5,04-09-2013 00:18,5,3,green,0,739,us,0,3.276,26.0,mww,402.0,29.9377,138.833,Japan,Asia
"M 6.5 - 180 km NE of Lospalos, Timor Leste",6.5,01-09-2013 11:52,4,5,green,0,668,us,0,3.097,11.0,mww,112.0,-7.44,128.221,Indonesia,Asia
"M 7.0 - 101 km SW of Atka, Alaska",7.0,30-08-2013 16:25,5,6,green,0,758,us,0,0.624,53.0,mww,29.0,51.537,-175.23,United States,North America
"M 6.5 - 29 km SE of Blenheim, New Zealand",6.5,16-08-2013 02:31,9,7,yellow,1,690,us,0,0.0,0.0,mww,8.2,-41.734,174.152,New Zealand,Oceania
"M 6.7 - 101 km WSW of Bahía Solano, Colombia",6.7,13-08-2013 15:43,4,5,green,1,715,us,0,3.741,22.0,mww,12.0,5.7732,-78.1999,Colombia,South America
"M 6.5 - 38 km ESE of Blenheim, New Zealand",6.5,21-07-2013 05:09,6,7,yellow,1,693,us,229,0.0,20.0,mww,17.0,-41.704,174.337,New Zealand,Oceania
M 7.3 - South Sandwich Islands region,7.3,15-07-2013 14:03,0,6,green,1,820,us,398,0.0,43.0,mww,11.0,-60.857,-25.07,South Georgia,Antarctica
"M 6.6 - 26 km NE of Kandrian, Papua New Guinea",6.6,07-07-2013 20:30,4,6,green,0,674,us,139,0.0,14.0,mww,56.0,-6.029,149.706,Papua New Guinea,Oceania
"M 7.3 - 190 km ENE of Kokopo, Papua New Guinea",7.3,07-07-2013 18:35,0,4,green,1,820,us,117,0.0,24.0,mww,385.5,-3.917,153.927,Papua New Guinea,Oceania
M 6.6 - northern Mid-Atlantic Ridge,6.6,24-06-2013 22:04,0,7,green,1,670,us,111,0.0,16.0,mww,10.0,10.701,-42.594,Unknown,Unknown
"M 6.5 - 44 km W of Masachapa, Nicaragua",6.5,15-06-2013 17:34,5,6,green,1,679,us,698,0.0,27.0,mww,30.0,11.763,-86.926,Nicaragua,North America
"M 6.7 - south of Java, Indonesia",6.7,13-06-2013 16:47,5,4,green,0,710,us,515,0.0,24.0,mww,9.0,-10.004,107.236,Indonesia,Asia
M 6.7 - Sea of Okhotsk,6.7,24-05-2013 14:56,0,3,green,1,691,us,217,0.0,25.2,mwb,624.0,52.235,151.444,Russia,Europe
M 8.3 - Sea of Okhotsk,8.3,24-05-2013 05:44,5,5,green,1,1115,us,385,0.0,10.0,mww,598.1,54.892,153.221,Russia,Europe
"M 7.4 - 292 km SW of Vaini, Tonga",7.4,23-05-2013 17:19,0,6,green,1,842,us,626,0.0,16.0,mww,173.7,-23.009,-177.232,Tonga,Oceania
"M 6.8 - Pagan region, Northern Mariana Islands",6.8,14-05-2013 00:32,0,3,green,0,711,us,131,0.0,18.0,mww,602.2,18.728,145.288,Northern Mariana Islands,Oceania
"M 6.5 - 33 km N of Rabaul, Papua New Guinea",6.5,23-04-2013 23:14,0,6,green,1,650,us,264,0.0,16.6,mww,10.0,-3.898,152.127,Papua New Guinea,Oceania
"M 6.6 - 56 km WSW of Linqiong, China",6.6,20-04-2013 00:02,8,8,red,0,2083,us,548,0.0,12.6,mww,14.0,30.308,102.888,China,Asia
"M 7.2 - 252 km ENE of Kuril’sk, Russia",7.2,19-04-2013 03:05,5,7,green,1,804,us,770,0.0,10.1,mww,110.0,46.221,150.788,Russia,Europe
"M 6.6 - 23 km ESE of Aitape, Papua New Guinea",6.6,16-04-2013 22:55,7,7,green,1,672,us,445,0.0,11.0,mww,13.0,-3.214,142.542,Papua New Guinea,Oceania
"M 7.7 - 79 km ESE of Kh?sh, Iran",7.7,16-04-2013 10:44,8,8,yellow,0,1421,us,506,0.0,26.6,mww,80.0,28.033,61.996,Iran,Asia
"M 6.6 - 98 km W of Panguna, Papua New Guinea",6.6,14-04-2013 01:32,0,5,green,1,670,us,491,0.0,11.5,mww,31.0,-6.475,154.607,Papua New Guinea,Oceania
"M 7.0 - 260 km WSW of Abepura, Indonesia",7.0,06-04-2013 04:42,3,7,green,1,755,us,640,0.0,11.4,mww,66.0,-3.517,138.476,Indonesia,Asia
"M 6.5 - 36 km E of Finschhafen, Papua New Guinea",6.5,10-03-2013 22:51,0,6,green,1,650,us,317,0.0,14.2,mww,28.0,-6.598,148.174,Papua New Guinea,Oceania
"M 6.5 - 87 km SE of Ozernovskiy, Russia",6.5,01-03-2013 13:20,3,6,green,0,651,us,480,0.0,20.7,mww,29.0,50.958,157.408,Russia,Europe
"M 6.9 - 81 km SE of Ozernovskiy, Russia",6.9,28-02-2013 14:05,5,6,green,1,736,us,531,0.0,20.7,mww,41.0,50.954,157.283,Russia,Europe
"M 6.6 - 183 km SW of Belaya Gora, Russia",6.6,14-02-2013 13:13,0,7,green,1,670,us,697,0.0,15.3,mww,11.0,67.631,142.508,Russia,Europe
"M 6.6 - 30 km SSW of Lata, Solomon Islands",6.6,09-02-2013 21:02,0,6,green,1,670,us,421,0.0,16.6,mww,18.0,-10.994,165.741,Solomon Islands,Oceania
"M 6.9 - 2 km NNE of Yacuanquer, Colombia",6.9,09-02-2013 14:16,5,5,green,1,904,us,562,0.0,23.7,mww,145.0,1.135,-77.393,Colombia,South America
"M 7.1 - 32 km SE of Lata, Solomon Islands",7.1,08-02-2013 15:26,9,6,green,1,780,us,334,0.0,16.5,mww,21.0,-10.928,166.018,Solomon Islands,Oceania
"M 6.8 - 22 km ESE of Lata, Solomon Islands",6.8,08-02-2013 11:12,0,7,green,1,711,us,400,0.0,17.5,mww,12.0,-10.838,165.969,Solomon Islands,Oceania
"M 6.7 - 33 km SSW of Lata, Solomon Islands",6.7,07-02-2013 18:59,0,6,green,1,691,us,387,0.0,26.5,mww,11.0,-10.997,165.655,Solomon Islands,Oceania
"M 7.0 - 33 km NW of Lata, Solomon Islands",7.0,06-02-2013 01:54,0,6,green,0,754,us,445,0.0,17.5,mww,8.8,-10.499,165.588,Solomon Islands,Oceania
"M 7.1 - 112 km WSW of Lata, Solomon Islands",7.1,06-02-2013 01:23,0,5,green,0,776,us,550,0.0,18.4,mww,10.0,-11.183,164.882,Solomon Islands,Oceania
"M 8.0 - 75 km W of Lata, Solomon Islands",8.0,06-02-2013 01:12,8,7,green,1,993,us,460,0.0,20.9,mww,24.0,-10.799,165.114,Solomon Islands,Oceania
"M 6.9 - 18 km SSW of Obihiro, Japan",6.9,02-02-2013 14:17,6,7,yellow,0,814,us,686,0.0,28.0,mww,107.0,42.77,143.092,Japan,Asia
"M 6.8 - 54 km N of Vallenar, Chile",6.8,30-01-2013 20:15,6,7,green,0,771,us,596,0.0,19.3,mww,45.0,-28.094,-70.653,Chile,South America
"M 7.5 - 110 km SW of Edna Bay, Alaska",7.5,05-01-2013 08:58,6,6,Unknown,0,1425,ak,0,0.0,0.0,mw,8.7,55.228,-134.859,United States,North America
"M 6.7 - 59 km SSW of Sola, Vanuatu",6.7,21-12-2012 22:28,0,4,Unknown,0,691,us,521,0.0,13.7,mww,200.7,-14.344,167.286,Vanuatu,Oceania
M 7.1 - Banda Sea,7.1,10-12-2012 16:53,5,5,Unknown,0,843,us,517,0.0,8.7,mww,155.0,-6.533,129.825,Indonesia,Asia
"M 7.3 - 234 km SE of ?funato, Japan",7.3,07-12-2012 08:18,6,5,Unknown,0,1014,us,918,0.0,14.8,mww,31.0,37.89,143.949,Japan,Asia
"M 6.5 - 32 km SW of Champerico, Guatemala",6.5,11-11-2012 22:14,4,5,Unknown,0,708,us,598,0.0,57.3,mww,20.0,14.129,-92.164,Guatemala,North America
"M 6.8 - 51 km NNE of Shwebo, Myanmar",6.8,11-11-2012 01:12,7,6,Unknown,0,795,us,391,0.0,13.7,mww,13.7,23.005,95.885,Myanmar,Asia
"M 7.4 - 33 km S of Champerico, Guatemala",7.4,07-11-2012 16:35,8,7,yellow,0,1455,us,751,0.0,25.5,mww,24.0,13.988,-91.895,Guatemala,North America
"M 7.8 - 206 km SW of Prince Rupert, Canada",7.8,28-10-2012 03:04,8,7,Unknown,0,1726,us,807,0.0,42.7,mww,14.0,52.788,-132.101,Canada,North America
M 6.5 - Costa Rica,6.5,24-10-2012 00:45,6,6,Unknown,0,745,us,691,0.0,34.4,mww,17.0,10.086,-85.298,Costa Rica,North America
"M 6.6 - 163 km ENE of Tual, Indonesia",6.6,12-10-2012 00:31,3,5,Unknown,0,675,us,291,0.0,17.7,mww,13.0,-4.892,134.03,Indonesia,Asia
"M 7.3 - 11 km WNW of San Agustín, Colombia",7.3,30-09-2012 16:31,7,6,Unknown,0,1221,us,934,0.0,15.5,mww,170.0,1.929,-76.362,Colombia,South America
